	File	Step_Size	Window_Start	Window_End	Total_Kernels	Total_Fluor	Total_NonFluor	P-Value	window_mean	Normalized_Window_Mean	Percent_Transmission
29	X401x492-2m1.xml	2	203	603	67	15	52	9.678492012900815e-06	403.0	0.04692556634304207	0.22388059701492538
30	X401x492-2m1.xml	2	205	605	67	15	52	9.678492012900815e-06	405.0	0.04854368932038835	0.22388059701492538
31	X401x492-2m1.xml	2	207	607	67	15	52	9.678492012900815e-06	407.0	0.05016181229773463	0.22388059701492538
32	X401x492-2m1.xml	2	209	609	68	15	53	6.669684656073544e-06	409.0	0.05177993527508091	0.22058823529411764
33	X401x492-2m1.xml	2	211	611	66	14	52	4.885165202830766e-06	411.0	0.05339805825242718	0.21212121212121213
34	X401x492-2m1.xml	2	213	613	65	14	51	7.113964683280524e-06	413.0	0.05501618122977346	0.2153846153846154
35	X401x492-2m1.xml	2	215	615	65	14	51	7.113964683280524e-06	415.0	0.05663430420711974	0.2153846153846154
36	X401x492-2m1.xml	2	217	617	65	14	51	7.113964683280524e-06	417.0	0.05825242718446602	0.2153846153846154
37	X401x492-2m1.xml	2	219	619	65	14	51	7.113964683280524e-06	419.0	0.059870550161812294	0.2153846153846154
38	X401x492-2m1.xml	2	221	621	65	14	51	7.113964683280524e-06	421.0	0.061488673139158574	0.2153846153846154
39	X401x492-2m1.xml	2	223	623	64	14	50	1.0437516943959827e-05	423.0	0.06310679611650485	0.21875
40	X401x492-2m1.xml	2	225	625	66	14	52	4.885165202830766e-06	425.0	0.06472491909385113	0.21212121212121213
41	X401x492-2m1.xml	2	227	627	68	14	54	2.133014256020122e-06	427.0	0.06634304207119741	0.20588235294117646
42	X401x492-2m1.xml	2	229	629	68	14	54	2.133014256020122e-06	429.0	0.06796116504854369	0.20588235294117646
43	X401x492-2m1.xml	2	231	631	68	14	54	2.133014256020122e-06	431.0	0.06957928802588997	0.20588235294117646
44	X401x492-2m1.xml	2	233	633	68	14	54	2.133014256020122e-06	433.0	0.07119741100323625	0.20588235294117646
45	X401x492-2m1.xml	2	235	635	68	14	54	2.133014256020122e-06	435.0	0.07281553398058252	0.20588235294117646
46	X401x492-2m1.xml	2	237	637	68	14	54	2.133014256020122e-06	437.0	0.0744336569579288	0.20588235294117646
47	X401x492-2m1.xml	2	239	639	68	14	54	2.133014256020122e-06	439.0	0.07605177993527508	0.20588235294117646
48	X401x492-2m1.xml	2	241	641	69	14	55	1.4278989113125322e-06	441.0	0.07766990291262135	0.2028985507246377
49	X401x492-2m1.xml	2	243	643	69	14	55	1.4278989113125322e-06	443.0	0.07928802588996764	0.2028985507246377
50	X401x492-2m1.xml	2	245	645	69	14	55	1.4278989113125322e-06	445.0	0.08090614886731391	0.2028985507246377
51	X401x492-2m1.xml	2	247	647	69	14	55	1.4278989113125322e-06	447.0	0.0825242718446602	0.2028985507246377
52	X401x492-2m1.xml	2	249	649	70	14	56	9.42805028434835e-07	449.0	0.08414239482200647	0.2
53	X401x492-2m1.xml	2	251	651	70	14	56	9.42805028434835e-07	451.0	0.08576051779935275	0.2
54	X401x492-2m1.xml	2	253	653	70	14	56	9.42805028434835e-07	453.0	0.08737864077669903	0.2
55	X401x492-2m1.xml	2	255	655	69	12	57	1.2077355108446203e-07	455.0	0.0889967637540453	0.17391304347826086
56	X401x492-2m1.xml	2	257	657	69	12	57	1.2077355108446203e-07	457.0	0.09061488673139159	0.17391304347826086
57	X401x492-2m1.xml	2	259	659	68	11	57	4.9612639043613306e-08	459.0	0.09223300970873786	0.16176470588235295
58	X401x492-2m1.xml	2	261	661	68	11	57	4.9612639043613306e-08	461.0	0.09385113268608414	0.16176470588235295
59	X401x492-2m1.xml	2	263	663	68	11	57	4.9612639043613306e-08	463.0	0.09546925566343042	0.16176470588235295
60	X401x492-2m1.xml	2	265	665	68	11	57	4.9612639043613306e-08	465.0	0.0970873786407767	0.16176470588235295
61	X401x492-2m1.xml	2	267	667	66	10	56	3.157048279150071e-08	467.0	0.09870550161812297	0.15151515151515152
62	X401x492-2m1.xml	2	269	669	65	10	55	4.9347467199168076e-08	469.0	0.10032362459546926	0.15384615384615385
63	X401x492-2m1.xml	2	271	671	65	10	55	4.9347467199168076e-08	471.0	0.10194174757281553	0.15384615384615385
64	X401x492-2m1.xml	2	273	673	65	10	55	4.9347467199168076e-08	473.0	0.10355987055016182	0.15384615384615385
65	X401x492-2m1.xml	2	275	675	65	10	55	4.9347467199168076e-08	475.0	0.10517799352750809	0.15384615384615385
66	X401x492-2m1.xml	2	277	677	65	10	55	4.9347467199168076e-08	477.0	0.10679611650485436	0.15384615384615385
67	X401x492-2m1.xml	2	279	679	65	10	55	4.9347467199168076e-08	479.0	0.10841423948220065	0.15384615384615385
68	X401x492-2m1.xml	2	281	681	64	10	54	7.657680238686961e-08	481.0	0.11003236245954692	0.15625
69	X401x492-2m1.xml	2	283	683	64	10	54	7.657680238686961e-08	483.0	0.11165048543689321	0.15625
70	X401x492-2m1.xml	2	285	685	66	10	56	3.157048279150071e-08	485.0	0.11326860841423948	0.15151515151515152
71	X401x492-2m1.xml	2	287	687	66	10	56	3.157048279150071e-08	487.0	0.11488673139158576	0.15151515151515152
72	X401x492-2m1.xml	2	289	689	68	10	58	1.2627458975432078e-08	489.0	0.11650485436893204	0.14705882352941177
73	X401x492-2m1.xml	2	291	691	68	10	58	1.2627458975432078e-08	491.0	0.11812297734627832	0.14705882352941177
74	X401x492-2m1.xml	2	293	693	70	10	60	5.033117472361671e-09	493.0	0.11974110032362459	0.14285714285714285
75	X401x492-2m1.xml	2	295	695	70	10	60	5.033117472361671e-09	495.0	0.12135922330097088	0.14285714285714285
76	X401x492-2m1.xml	2	297	697	70	10	60	5.033117472361671e-09	497.0	0.12297734627831715	0.14285714285714285
77	X401x492-2m1.xml	2	299	699	70	10	60	5.033117472361671e-09	499.0	0.12459546925566344	0.14285714285714285
78	X401x492-2m1.xml	2	301	701	71	10	61	3.1967863089682584e-09	501.0	0.1262135922330097	0.14084507042253522
79	X401x492-2m1.xml	2	303	703	71	10	61	3.1967863089682584e-09	503.0	0.127831715210356	0.14084507042253522
80	X401x492-2m1.xml	2	305	705	72	10	62	2.0071414811536818e-09	505.0	0.12944983818770225	0.1388888888888889
81	X401x492-2m1.xml	2	307	707	72	10	62	2.0071414811536818e-09	507.0	0.13106796116504854	0.1388888888888889
82	X401x492-2m1.xml	2	309	709	72	10	62	2.0071414811536818e-09	509.0	0.13268608414239483	0.1388888888888889
83	X401x492-2m1.xml	2	311	711	72	10	62	2.0071414811536818e-09	511.0	0.1343042071197411	0.1388888888888889
84	X401x492-2m1.xml	2	313	713	72	10	62	2.0071414811536818e-09	513.0	0.13592233009708737	0.1388888888888889
85	X401x492-2m1.xml	2	315	715	73	10	63	1.292500195934381e-09	515.0	0.13754045307443366	0.136986301369863
86	X401x492-2m1.xml	2	317	717	73	10	63	1.292500195934381e-09	517.0	0.13915857605177995	0.136986301369863
87	X401x492-2m1.xml	2	319	719	72	10	62	2.0071414811536818e-09	519.0	0.1407766990291262	0.1388888888888889
88	X401x492-2m1.xml	2	321	721	73	10	63	1.292500195934381e-09	521.0	0.1423948220064725	0.136986301369863
89	X401x492-2m1.xml	2	323	723	72	10	62	2.0071414811536818e-09	523.0	0.14401294498381878	0.1388888888888889
90	X401x492-2m1.xml	2	325	725	72	10	62	2.0071414811536818e-09	525.0	0.14563106796116504	0.1388888888888889
91	X401x492-2m1.xml	2	327	727	70	9	61	1.2111369407931513e-09	527.0	0.14724919093851133	0.12857142857142856
92	X401x492-2m1.xml	2	329	729	70	9	61	1.2111369407931513e-09	529.0	0.1488673139158576	0.12857142857142856
93	X401x492-2m1.xml	2	331	731	70	9	61	1.2111369407931513e-09	531.0	0.15048543689320387	0.12857142857142856
94	X401x492-2m1.xml	2	333	733	69	9	60	1.924221015047873e-09	533.0	0.15210355987055016	0.13043478260869565
95	X401x492-2m1.xml	2	335	735	70	9	61	1.2111369407931513e-09	535.0	0.15372168284789645	0.12857142857142856
96	X401x492-2m1.xml	2	337	737	71	8	63	1.6782225039681536e-10	537.0	0.1553398058252427	0.11267605633802817
97	X401x492-2m1.xml	2	339	739	70	7	63	5.6756238696635756e-11	539.0	0.156957928802589	0.1
98	X401x492-2m1.xml	2	341	741	71	7	64	3.659955721301236e-11	541.0	0.15857605177993528	0.09859154929577464
99	X401x492-2m1.xml	2	343	743	70	7	63	5.6756238696635756e-11	543.0	0.16019417475728157	0.1
100	X401x492-2m1.xml	2	345	745	72	7	65	2.3241267963158975e-11	545.0	0.16181229773462782	0.09722222222222222
101	X401x492-2m1.xml	2	347	747	72	7	65	2.3241267963158975e-11	547.0	0.1634304207119741	0.09722222222222222
102	X401x492-2m1.xml	2	349	749	72	7	65	2.3241267963158975e-11	549.0	0.1650485436893204	0.09722222222222222
103	X401x492-2m1.xml	2	351	751	72	6	66	4.830901587568287e-12	551.0	0.16666666666666666	0.08333333333333333
104	X401x492-2m1.xml	2	353	753	72	6	66	4.830901587568287e-12	553.0	0.16828478964401294	0.08333333333333333
105	X401x492-2m1.xml	2	355	755	73	6	67	3.1004359156823606e-12	555.0	0.16990291262135923	0.0821917808219178
106	X401x492-2m1.xml	2	357	757	73	6	67	3.1004359156823606e-12	557.0	0.1715210355987055	0.0821917808219178
107	X401x492-2m1.xml	2	359	759	72	6	66	4.830901587568287e-12	559.0	0.17313915857605178	0.08333333333333333
108	X401x492-2m1.xml	2	361	761	72	6	66	4.830901587568287e-12	561.0	0.17475728155339806	0.08333333333333333
109	X401x492-2m1.xml	2	363	763	72	6	66	4.830901587568287e-12	563.0	0.17637540453074432	0.08333333333333333
110	X401x492-2m1.xml	2	365	765	73	6	67	3.1004359156823606e-12	565.0	0.1779935275080906	0.0821917808219178
111	X401x492-2m1.xml	2	367	767	73	6	67	3.1004359156823606e-12	567.0	0.1796116504854369	0.0821917808219178
112	X401x492-2m1.xml	2	369	769	72	6	66	4.830901587568287e-12	569.0	0.18122977346278318	0.08333333333333333
113	X401x492-2m1.xml	2	371	771	71	6	65	7.770231672659045e-12	571.0	0.18284789644012944	0.08450704225352113
114	X401x492-2m1.xml	2	373	773	72	6	66	4.830901587568287e-12	573.0	0.18446601941747573	0.08333333333333333
115	X401x492-2m1.xml	2	375	775	72	6	66	4.830901587568287e-12	575.0	0.18608414239482202	0.08333333333333333
116	X401x492-2m1.xml	2	377	777	72	6	66	4.830901587568287e-12	577.0	0.18770226537216828	0.08333333333333333
117	X401x492-2m1.xml	2	379	779	73	6	67	3.1004359156823606e-12	579.0	0.18932038834951456	0.0821917808219178
118	X401x492-2m1.xml	2	381	781	75	6	69	1.3033287101138238e-12	581.0	0.19093851132686085	0.08
119	X401x492-2m1.xml	2	383	783	75	6	69	1.3033287101138238e-12	583.0	0.1925566343042071	0.08
120	X401x492-2m1.xml	2	385	785	75	6	69	1.3033287101138238e-12	585.0	0.1941747572815534	0.08
121	X401x492-2m1.xml	2	387	787	75	6	69	1.3033287101138238e-12	587.0	0.19579288025889968	0.08
122	X401x492-2m1.xml	2	389	789	75	6	69	1.3033287101138238e-12	589.0	0.19741100323624594	0.08
123	X401x492-2m1.xml	2	391	791	74	6	68	1.9728367245535834e-12	591.0	0.19902912621359223	0.08108108108108109
124	X401x492-2m1.xml	2	393	793	74	6	68	1.9728367245535834e-12	593.0	0.20064724919093851	0.08108108108108109
125	X401x492-2m1.xml	2	395	795	74	6	68	1.9728367245535834e-12	595.0	0.2022653721682848	0.08108108108108109
126	X401x492-2m1.xml	2	397	797	74	6	68	1.9728367245535834e-12	597.0	0.20388349514563106	0.08108108108108109
127	X401x492-2m1.xml	2	399	799	73	6	67	3.1004359156823606e-12	599.0	0.20550161812297735	0.0821917808219178
128	X401x492-2m1.xml	2	401	801	74	6	68	1.9728367245535834e-12	601.0	0.20711974110032363	0.08108108108108109
129	X401x492-2m1.xml	2	403	803	74	6	68	1.9728367245535834e-12	603.0	0.2087378640776699	0.08108108108108109
130	X401x492-2m1.xml	2	405	805	74	6	68	1.9728367245535834e-12	605.0	0.21035598705501618	0.08108108108108109
131	X401x492-2m1.xml	2	407	807	74	5	69	4.991643047952047e-13	607.0	0.21197411003236247	0.06756756756756757
132	X401x492-2m1.xml	2	409	809	74	4	70	1.187697793982774e-13	609.0	0.21359223300970873	0.05405405405405406
133	X401x492-2m1.xml	2	411	811	74	4	70	1.187697793982774e-13	611.0	0.215210355987055	0.05405405405405406
134	X401x492-2m1.xml	2	413	813	74	4	70	1.187697793982774e-13	613.0	0.2168284789644013	0.05405405405405406
135	X401x492-2m1.xml	2	415	815	74	4	70	1.187697793982774e-13	615.0	0.21844660194174756	0.05405405405405406
136	X401x492-2m1.xml	2	417	817	75	4	71	8.665670974229215e-14	617.0	0.22006472491909385	0.05333333333333334
137	X401x492-2m1.xml	2	419	819	77	5	72	1.4673082217067309e-13	619.0	0.22168284789644013	0.06493506493506493
138	X401x492-2m1.xml	2	421	821	78	5	73	1.0312914064676872e-13	621.0	0.22330097087378642	0.0641025641025641
139	X401x492-2m1.xml	2	423	823	78	5	73	1.0312914064676872e-13	623.0	0.22491909385113268	0.0641025641025641
140	X401x492-2m1.xml	2	425	825	77	5	72	1.4673082217067309e-13	625.0	0.22653721682847897	0.06493506493506493
141	X401x492-2m1.xml	2	427	827	77	5	72	1.4673082217067309e-13	627.0	0.22815533980582525	0.06493506493506493
142	X401x492-2m1.xml	2	429	829	75	5	70	3.2641354525564057e-13	629.0	0.2297734627831715	0.06666666666666667
143	X401x492-2m1.xml	2	431	831	76	5	71	2.1674548652085558e-13	631.0	0.2313915857605178	0.06578947368421052
144	X401x492-2m1.xml	2	433	833	77	6	71	5.904029464583015e-13	633.0	0.23300970873786409	0.07792207792207792
145	X401x492-2m1.xml	2	435	835	77	6	71	5.904029464583015e-13	635.0	0.23462783171521034	0.07792207792207792
146	X401x492-2m1.xml	2	437	837	78	6	72	3.912175344325393e-13	637.0	0.23624595469255663	0.07692307692307693
147	X401x492-2m1.xml	2	439	839	77	6	71	5.904029464583015e-13	639.0	0.23786407766990292	0.07792207792207792
148	X401x492-2m1.xml	2	441	841	77	6	71	5.904029464583015e-13	641.0	0.23948220064724918	0.07792207792207792
149	X401x492-2m1.xml	2	443	843	76	6	70	8.968019497333563e-13	643.0	0.24110032362459546	0.07894736842105263
150	X401x492-2m1.xml	2	445	845	76	6	70	8.968019497333563e-13	645.0	0.24271844660194175	0.07894736842105263
151	X401x492-2m1.xml	2	447	847	75	6	69	1.3033287101138238e-12	647.0	0.24433656957928804	0.08
152	X401x492-2m1.xml	2	449	849	76	6	70	8.968019497333563e-13	649.0	0.2459546925566343	0.07894736842105263
153	X401x492-2m1.xml	2	451	851	76	6	70	8.968019497333563e-13	651.0	0.24757281553398058	0.07894736842105263
154	X401x492-2m1.xml	2	453	853	76	6	70	8.968019497333563e-13	653.0	0.24919093851132687	0.07894736842105263
155	X401x492-2m1.xml	2	455	855	78	6	72	3.912175344325393e-13	655.0	0.25080906148867316	0.07692307692307693
156	X401x492-2m1.xml	2	457	857	77	6	71	5.904029464583015e-13	657.0	0.2524271844660194	0.07792207792207792
157	X401x492-2m1.xml	2	459	859	76	6	70	8.968019497333563e-13	659.0	0.2540453074433657	0.07894736842105263
158	X401x492-2m1.xml	2	461	861	76	6	70	8.968019497333563e-13	661.0	0.255663430420712	0.07894736842105263
159	X401x492-2m1.xml	2	463	863	76	6	70	8.968019497333563e-13	663.0	0.25728155339805825	0.07894736842105263
160	X401x492-2m1.xml	2	465	865	75	6	69	1.3033287101138238e-12	665.0	0.2588996763754045	0.08
161	X401x492-2m1.xml	2	467	867	75	6	69	1.3033287101138238e-12	667.0	0.2605177993527508	0.08
162	X401x492-2m1.xml	2	469	869	75	6	69	1.3033287101138238e-12	669.0	0.2621359223300971	0.08
163	X401x492-2m1.xml	2	471	871	76	6	70	8.968019497333563e-13	671.0	0.26375404530744334	0.07894736842105263
164	X401x492-2m1.xml	2	473	873	76	6	70	8.968019497333563e-13	673.0	0.26537216828478966	0.07894736842105263
165	X401x492-2m1.xml	2	475	875	77	6	71	5.904029464583015e-13	675.0	0.2669902912621359	0.07792207792207792
166	X401x492-2m1.xml	2	477	877	79	6	73	2.567012291892189e-13	677.0	0.2686084142394822	0.0759493670886076
167	X401x492-2m1.xml	2	479	879	77	6	71	5.904029464583015e-13	679.0	0.2702265372168285	0.07792207792207792
168	X401x492-2m1.xml	2	481	881	77	6	71	5.904029464583015e-13	681.0	0.27184466019417475	0.07792207792207792
169	X401x492-2m1.xml	2	483	883	77	6	71	5.904029464583015e-13	683.0	0.27346278317152106	0.07792207792207792
170	X401x492-2m1.xml	2	485	885	78	6	72	3.912175344325393e-13	685.0	0.2750809061488673	0.07692307692307693
171	X401x492-2m1.xml	2	487	887	78	6	72	3.912175344325393e-13	687.0	0.2766990291262136	0.07692307692307693
172	X401x492-2m1.xml	2	489	889	78	6	72	3.912175344325393e-13	689.0	0.2783171521035599	0.07692307692307693
173	X401x492-2m1.xml	2	491	891	79	6	73	2.567012291892189e-13	691.0	0.27993527508090615	0.0759493670886076
174	X401x492-2m1.xml	2	493	893	79	6	73	2.567012291892189e-13	693.0	0.2815533980582524	0.0759493670886076
175	X401x492-2m1.xml	2	495	895	80	7	73	7.257488215576728e-13	695.0	0.28317152103559873	0.0875
176	X401x492-2m1.xml	2	497	897	79	7	72	1.0360483386209722e-12	697.0	0.284789644012945	0.08860759493670886
177	X401x492-2m1.xml	2	499	899	79	7	72	1.0360483386209722e-12	699.0	0.28640776699029125	0.08860759493670886
178	X401x492-2m1.xml	2	501	901	79	7	72	1.0360483386209722e-12	701.0	0.28802588996763756	0.08860759493670886
179	X401x492-2m1.xml	2	503	903	78	7	71	1.53831858906343e-12	703.0	0.2896440129449838	0.08974358974358974
180	X401x492-2m1.xml	2	505	905	78	7	71	1.53831858906343e-12	705.0	0.2912621359223301	0.08974358974358974
181	X401x492-2m1.xml	2	507	907	78	7	71	1.53831858906343e-12	707.0	0.2928802588996764	0.08974358974358974
182	X401x492-2m1.xml	2	509	909	78	7	71	1.53831858906343e-12	709.0	0.29449838187702265	0.08974358974358974
183	X401x492-2m1.xml	2	511	911	78	7	71	1.53831858906343e-12	711.0	0.2961165048543689	0.08974358974358974
184	X401x492-2m1.xml	2	513	913	78	7	71	1.53831858906343e-12	713.0	0.2977346278317152	0.08974358974358974
185	X401x492-2m1.xml	2	515	915	78	7	71	1.53831858906343e-12	715.0	0.2993527508090615	0.08974358974358974
186	X401x492-2m1.xml	2	517	917	79	7	72	1.0360483386209722e-12	717.0	0.30097087378640774	0.08860759493670886
187	X401x492-2m1.xml	2	519	919	79	7	72	1.0360483386209722e-12	719.0	0.30258899676375406	0.08860759493670886
188	X401x492-2m1.xml	2	521	921	79	7	72	1.0360483386209722e-12	721.0	0.3042071197411003	0.08860759493670886
189	X401x492-2m1.xml	2	523	923	79	7	72	1.0360483386209722e-12	723.0	0.3058252427184466	0.08860759493670886
190	X401x492-2m1.xml	2	525	925	79	7	72	1.0360483386209722e-12	725.0	0.3074433656957929	0.08860759493670886
191	X401x492-2m1.xml	2	527	927	77	7	70	2.3925025097262126e-12	727.0	0.30906148867313915	0.09090909090909091
192	X401x492-2m1.xml	2	529	929	79	7	72	1.0360483386209722e-12	729.0	0.3106796116504854	0.08860759493670886
193	X401x492-2m1.xml	2	531	931	78	6	72	3.912175344325393e-13	731.0	0.3122977346278317	0.07692307692307693
194	X401x492-2m1.xml	2	533	933	78	6	72	3.912175344325393e-13	733.0	0.313915857605178	0.07692307692307693
195	X401x492-2m1.xml	2	535	935	77	6	71	5.904029464583015e-13	735.0	0.3155339805825243	0.07792207792207792
196	X401x492-2m1.xml	2	537	937	79	6	73	2.567012291892189e-13	737.0	0.31715210355987056	0.0759493670886076
197	X401x492-2m1.xml	2	539	939	79	6	73	2.567012291892189e-13	739.0	0.3187702265372168	0.0759493670886076
198	X401x492-2m1.xml	2	541	941	80	6	74	1.710619594834686e-13	741.0	0.32038834951456313	0.075
199	X401x492-2m1.xml	2	543	943	80	6	74	1.710619594834686e-13	743.0	0.3220064724919094	0.075
200	X401x492-2m1.xml	2	545	945	81	6	75	1.187697793982774e-13	745.0	0.32362459546925565	0.07407407407407407
201	X401x492-2m1.xml	2	547	947	82	6	76	8.745166338205236e-14	747.0	0.32524271844660196	0.07317073170731707
202	X401x492-2m1.xml	2	549	949	83	6	77	5.693124638231698e-14	749.0	0.3268608414239482	0.07228915662650602
203	X401x492-2m1.xml	2	551	951	83	6	77	5.693124638231698e-14	751.0	0.3284789644012945	0.07228915662650602
204	X401x492-2m1.xml	2	553	953	84	6	78	4.0294758908806025e-14	753.0	0.3300970873786408	0.07142857142857142
205	X401x492-2m1.xml	2	555	955	84	6	78	4.0294758908806025e-14	755.0	0.33171521035598706	0.07142857142857142
206	X401x492-2m1.xml	2	557	957	84	6	78	4.0294758908806025e-14	757.0	0.3333333333333333	0.07142857142857142
207	X401x492-2m1.xml	2	559	959	82	6	76	8.745166338205236e-14	759.0	0.33495145631067963	0.07317073170731707
208	X401x492-2m1.xml	2	561	961	82	6	76	8.745166338205236e-14	761.0	0.3365695792880259	0.07317073170731707
209	X401x492-2m1.xml	2	563	963	81	6	75	1.187697793982774e-13	763.0	0.33818770226537215	0.07407407407407407
210	X401x492-2m1.xml	2	565	965	80	6	74	1.710619594834686e-13	765.0	0.33980582524271846	0.075
211	X401x492-2m1.xml	2	567	967	79	6	73	2.567012291892189e-13	767.0	0.3414239482200647	0.0759493670886076
212	X401x492-2m1.xml	2	569	969	80	6	74	1.710619594834686e-13	769.0	0.343042071197411	0.075
213	X401x492-2m1.xml	2	571	971	80	6	74	1.710619594834686e-13	771.0	0.3446601941747573	0.075
214	X401x492-2m1.xml	2	573	973	80	6	74	1.710619594834686e-13	773.0	0.34627831715210355	0.075
215	X401x492-2m1.xml	2	575	975	81	6	75	1.187697793982774e-13	775.0	0.3478964401294498	0.07407407407407407
216	X401x492-2m1.xml	2	577	977	81	6	75	1.187697793982774e-13	777.0	0.34951456310679613	0.07407407407407407
217	X401x492-2m1.xml	2	579	979	81	6	75	1.187697793982774e-13	779.0	0.3511326860841424	0.07407407407407407
218	X401x492-2m1.xml	2	581	981	80	6	74	1.710619594834686e-13	781.0	0.35275080906148865	0.075
219	X401x492-2m1.xml	2	583	983	78	5	73	1.0312914064676872e-13	783.0	0.35436893203883496	0.0641025641025641
220	X401x492-2m1.xml	2	585	985	80	5	75	4.714581756311682e-14	785.0	0.3559870550161812	0.0625
221	X401x492-2m1.xml	2	587	987	80	5	75	4.714581756311682e-14	787.0	0.35760517799352753	0.0625
222	X401x492-2m1.xml	2	589	989	80	5	75	4.714581756311682e-14	789.0	0.3592233009708738	0.0625
223	X401x492-2m1.xml	2	591	991	80	5	75	4.714581756311682e-14	791.0	0.36084142394822005	0.0625
224	X401x492-2m1.xml	2	593	993	81	5	76	3.370110336379187e-14	793.0	0.36245954692556637	0.06172839506172839
225	X401x492-2m1.xml	2	595	995	81	5	76	3.370110336379187e-14	795.0	0.3640776699029126	0.06172839506172839
226	X401x492-2m1.xml	2	597	997	82	5	77	2.6013138203725917e-14	797.0	0.3656957928802589	0.06097560975609756
227	X401x492-2m1.xml	2	599	999	82	5	77	2.6013138203725917e-14	799.0	0.3673139158576052	0.06097560975609756
228	X401x492-2m1.xml	2	601	1001	83	5	78	2.6013138203725917e-14	801.0	0.36893203883495146	0.060240963855421686
229	X401x492-2m1.xml	2	603	1003	83	5	78	2.6013138203725917e-14	803.0	0.3705501618122977	0.060240963855421686
230	X401x492-2m1.xml	2	605	1005	84	5	79	2.4759037081203142e-14	805.0	0.37216828478964403	0.05952380952380952
231	X401x492-2m1.xml	2	607	1007	83	5	78	2.6013138203725917e-14	807.0	0.3737864077669903	0.060240963855421686
232	X401x492-2m1.xml	2	609	1009	82	5	77	2.6013138203725917e-14	809.0	0.37540453074433655	0.06097560975609756
233	X401x492-2m1.xml	2	611	1011	83	5	78	2.6013138203725917e-14	811.0	0.37702265372168287	0.060240963855421686
234	X401x492-2m1.xml	2	613	1013	83	5	78	2.6013138203725917e-14	813.0	0.3786407766990291	0.060240963855421686
