	Step_Size	Window_Start	Window_End	Total_Kernels	Total_Fluor	Total_NonFluor	P-Value	Comparison	window_mean	Percent_Transmission
0	2	145	545	64	16	48	6.334248366623988e-05	< p = 0.05	345.0	0.25
1	2	147	547	63	15	48	3.2159555632006816e-05	< p = 0.05	347.0	0.23809523809523808
2	2	149	549	62	14	48	1.5744635098162822e-05	< p = 0.05	349.0	0.22580645161290322
3	2	151	551	62	14	48	1.5744635098162822e-05	< p = 0.05	351.0	0.22580645161290322
4	2	153	553	62	14	48	1.5744635098162822e-05	< p = 0.05	353.0	0.22580645161290322
5	2	155	555	62	14	48	1.5744635098162822e-05	< p = 0.05	355.0	0.22580645161290322
6	2	157	557	63	14	49	1.0356865370145168e-05	< p = 0.05	357.0	0.2222222222222222
7	2	159	559	64	14	50	6.795346249460114e-06	< p = 0.05	359.0	0.21875
8	2	161	561	64	14	50	6.795346249460114e-06	< p = 0.05	361.0	0.21875
9	2	163	563	65	14	51	4.44766451119477e-06	< p = 0.05	363.0	0.2153846153846154
10	2	165	565	66	14	52	2.904266227207951e-06	< p = 0.05	365.0	0.21212121212121213
11	2	167	567	67	14	53	1.8922083784506177e-06	< p = 0.05	367.0	0.208955223880597
12	2	169	569	68	14	54	1.23018754345587e-06	< p = 0.05	369.0	0.20588235294117646
13	2	171	571	66	14	52	2.904266227207951e-06	< p = 0.05	371.0	0.21212121212121213
14	2	173	573	65	14	51	4.44766451119477e-06	< p = 0.05	373.0	0.2153846153846154
15	2	175	575	65	14	51	4.44766451119477e-06	< p = 0.05	375.0	0.2153846153846154
16	2	177	577	65	14	51	4.44766451119477e-06	< p = 0.05	377.0	0.2153846153846154
17	2	179	579	65	14	51	4.44766451119477e-06	< p = 0.05	379.0	0.2153846153846154
18	2	181	581	68	15	53	4.062150428658685e-06	< p = 0.05	381.0	0.22058823529411764
19	2	183	583	68	15	53	4.062150428658685e-06	< p = 0.05	383.0	0.22058823529411764
20	2	185	585	68	15	53	4.062150428658685e-06	< p = 0.05	385.0	0.22058823529411764
21	2	187	587	68	15	53	4.062150428658685e-06	< p = 0.05	387.0	0.22058823529411764
22	2	189	589	68	15	53	4.062150428658685e-06	< p = 0.05	389.0	0.22058823529411764
23	2	191	591	69	16	53	8.417653831711143e-06	< p = 0.05	391.0	0.2318840579710145
24	2	193	593	68	16	52	1.2675036261158191e-05	< p = 0.05	393.0	0.23529411764705882
25	2	195	595	68	16	52	1.2675036261158191e-05	< p = 0.05	395.0	0.23529411764705882
26	2	197	597	67	15	52	6.176097488038485e-06	< p = 0.05	397.0	0.22388059701492538
27	2	199	599	67	15	52	6.176097488038485e-06	< p = 0.05	399.0	0.22388059701492538
28	2	201	601	67	15	52	6.176097488038485e-06	< p = 0.05	401.0	0.22388059701492538
29	2	203	603	67	15	52	6.176097488038485e-06	< p = 0.05	403.0	0.22388059701492538
30	2	205	605	67	15	52	6.176097488038485e-06	< p = 0.05	405.0	0.22388059701492538
31	2	207	607	67	15	52	6.176097488038485e-06	< p = 0.05	407.0	0.22388059701492538
32	2	209	609	68	15	53	4.062150428658685e-06	< p = 0.05	409.0	0.22058823529411764
33	2	211	611	66	14	52	2.904266227207951e-06	< p = 0.05	411.0	0.21212121212121213
34	2	213	613	65	14	51	4.44766451119477e-06	< p = 0.05	413.0	0.2153846153846154
35	2	215	615	65	14	51	4.44766451119477e-06	< p = 0.05	415.0	0.2153846153846154
36	2	217	617	65	14	51	4.44766451119477e-06	< p = 0.05	417.0	0.2153846153846154
37	2	219	619	65	14	51	4.44766451119477e-06	< p = 0.05	419.0	0.2153846153846154
38	2	221	621	65	14	51	4.44766451119477e-06	< p = 0.05	421.0	0.2153846153846154
39	2	223	623	64	14	50	6.795346249460114e-06	< p = 0.05	423.0	0.21875
40	2	225	625	66	14	52	2.904266227207951e-06	< p = 0.05	425.0	0.21212121212121213
41	2	227	627	68	14	54	1.23018754345587e-06	< p = 0.05	427.0	0.20588235294117646
42	2	229	629	68	14	54	1.23018754345587e-06	< p = 0.05	429.0	0.20588235294117646
43	2	231	631	68	14	54	1.23018754345587e-06	< p = 0.05	431.0	0.20588235294117646
44	2	233	633	68	14	54	1.23018754345587e-06	< p = 0.05	433.0	0.20588235294117646
45	2	235	635	68	14	54	1.23018754345587e-06	< p = 0.05	435.0	0.20588235294117646
46	2	237	637	68	14	54	1.23018754345587e-06	< p = 0.05	437.0	0.20588235294117646
47	2	239	639	68	14	54	1.23018754345587e-06	< p = 0.05	439.0	0.20588235294117646
48	2	241	641	69	14	55	7.981470489727563e-07	< p = 0.05	441.0	0.2028985507246377
49	2	243	643	69	14	55	7.981470489727563e-07	< p = 0.05	443.0	0.2028985507246377
50	2	245	645	69	14	55	7.981470489727563e-07	< p = 0.05	445.0	0.2028985507246377
51	2	247	647	69	14	55	7.981470489727563e-07	< p = 0.05	447.0	0.2028985507246377
52	2	249	649	70	14	56	5.16821975381135e-07	< p = 0.05	449.0	0.2
53	2	251	651	70	14	56	5.16821975381135e-07	< p = 0.05	451.0	0.2
54	2	253	653	70	14	56	5.16821975381135e-07	< p = 0.05	453.0	0.2
55	2	255	655	69	12	57	6.048433091467404e-08	< p = 0.05	455.0	0.17391304347826086
56	2	257	657	69	12	57	6.048433091467404e-08	< p = 0.05	457.0	0.17391304347826086
57	2	259	659	68	11	57	2.4285346737019113e-08	< p = 0.05	459.0	0.16176470588235295
58	2	261	661	68	11	57	2.4285346737019113e-08	< p = 0.05	461.0	0.16176470588235295
59	2	263	663	68	11	57	2.4285346737019113e-08	< p = 0.05	463.0	0.16176470588235295
60	2	265	665	68	11	57	2.4285346737019113e-08	< p = 0.05	465.0	0.16176470588235295
61	2	267	667	66	10	56	1.4943701870613423e-08	< p = 0.05	467.0	0.15151515151515152
62	2	269	669	65	10	55	2.3836660246447906e-08	< p = 0.05	469.0	0.15384615384615385
63	2	271	671	65	10	55	2.3836660246447906e-08	< p = 0.05	471.0	0.15384615384615385
64	2	273	673	65	10	55	2.3836660246447906e-08	< p = 0.05	473.0	0.15384615384615385
65	2	275	675	65	10	55	2.3836660246447906e-08	< p = 0.05	475.0	0.15384615384615385
66	2	277	677	65	10	55	2.3836660246447906e-08	< p = 0.05	477.0	0.15384615384615385
67	2	279	679	65	10	55	2.3836660246447906e-08	< p = 0.05	479.0	0.15384615384615385
68	2	281	681	64	10	54	3.7979124931775396e-08	< p = 0.05	481.0	0.15625
69	2	283	683	64	10	54	3.7979124931775396e-08	< p = 0.05	483.0	0.15625
70	2	285	685	66	10	56	1.4943701870613423e-08	< p = 0.05	485.0	0.15151515151515152
71	2	287	687	66	10	56	1.4943701870613423e-08	< p = 0.05	487.0	0.15151515151515152
72	2	289	689	68	10	58	5.854734613810995e-09	< p = 0.05	489.0	0.14705882352941177
73	2	291	691	68	10	58	5.854734613810995e-09	< p = 0.05	491.0	0.14705882352941177
74	2	293	693	70	10	60	2.2848239252562676e-09	< p = 0.05	493.0	0.14285714285714285
75	2	295	695	70	10	60	2.2848239252562676e-09	< p = 0.05	495.0	0.14285714285714285
76	2	297	697	70	10	60	2.2848239252562676e-09	< p = 0.05	497.0	0.14285714285714285
77	2	299	699	70	10	60	2.2848239252562676e-09	< p = 0.05	499.0	0.14285714285714285
78	2	301	701	71	10	61	1.4253845254850394e-09	< p = 0.05	501.0	0.14084507042253522
79	2	303	703	71	10	61	1.4253845254850394e-09	< p = 0.05	503.0	0.14084507042253522
80	2	305	705	72	10	62	8.884600417384634e-10	< p = 0.05	505.0	0.1388888888888889
81	2	307	707	72	10	62	8.884600417384634e-10	< p = 0.05	507.0	0.1388888888888889
82	2	309	709	72	10	62	8.884600417384634e-10	< p = 0.05	509.0	0.1388888888888889
83	2	311	711	72	10	62	8.884600417384634e-10	< p = 0.05	511.0	0.1388888888888889
84	2	313	713	72	10	62	8.884600417384634e-10	< p = 0.05	513.0	0.1388888888888889
85	2	315	715	73	10	63	5.533320709573682e-10	< p = 0.05	515.0	0.136986301369863
86	2	317	717	73	10	63	5.533320709573682e-10	< p = 0.05	517.0	0.136986301369863
87	2	319	719	72	10	62	8.884600417384634e-10	< p = 0.05	519.0	0.1388888888888889
88	2	321	721	73	10	63	5.533320709573682e-10	< p = 0.05	521.0	0.136986301369863
89	2	323	723	72	10	62	8.884600417384634e-10	< p = 0.05	523.0	0.1388888888888889
90	2	325	725	72	10	62	8.884600417384634e-10	< p = 0.05	525.0	0.1388888888888889
91	2	327	727	70	9	61	5.126298521612369e-10	< p = 0.05	527.0	0.12857142857142856
92	2	329	729	70	9	61	5.126298521612369e-10	< p = 0.05	529.0	0.12857142857142856
93	2	331	731	70	9	61	5.126298521612369e-10	< p = 0.05	531.0	0.12857142857142856
94	2	333	733	69	9	60	8.268865751255804e-10	< p = 0.05	533.0	0.13043478260869565
95	2	335	735	70	9	61	5.126298521612369e-10	< p = 0.05	535.0	0.12857142857142856
96	2	337	737	71	8	63	6.6966229156726e-11	< p = 0.05	537.0	0.11267605633802817
97	2	339	739	70	7	63	2.182226948271294e-11	< p = 0.05	539.0	0.1
98	2	341	741	71	7	64	1.3362681631891425e-11	< p = 0.05	541.0	0.09859154929577464
99	2	343	743	70	7	63	2.182226948271294e-11	< p = 0.05	543.0	0.1
100	2	345	745	72	7	65	8.179618113006655e-12	< p = 0.05	545.0	0.09722222222222222
101	2	347	747	72	7	65	8.179618113006655e-12	< p = 0.05	547.0	0.09722222222222222
102	2	349	749	72	7	65	8.179618113006655e-12	< p = 0.05	549.0	0.09722222222222222
103	2	351	751	72	6	66	1.537459794428033e-12	< p = 0.05	551.0	0.08333333333333333
104	2	353	753	72	6	66	1.537459794428033e-12	< p = 0.05	553.0	0.08333333333333333
105	2	355	755	73	6	67	9.366421910058182e-13	< p = 0.05	555.0	0.0821917808219178
106	2	357	757	73	6	67	9.366421910058182e-13	< p = 0.05	557.0	0.0821917808219178
107	2	359	759	72	6	66	1.537459794428033e-12	< p = 0.05	559.0	0.08333333333333333
108	2	361	761	72	6	66	1.537459794428033e-12	< p = 0.05	561.0	0.08333333333333333
109	2	363	763	72	6	66	1.537459794428033e-12	< p = 0.05	563.0	0.08333333333333333
110	2	365	765	73	6	67	9.366421910058182e-13	< p = 0.05	565.0	0.0821917808219178
111	2	367	767	73	6	67	9.366421910058182e-13	< p = 0.05	567.0	0.0821917808219178
112	2	369	769	72	6	66	1.537459794428033e-12	< p = 0.05	569.0	0.08333333333333333
113	2	371	771	71	6	65	2.5231285399102875e-12	< p = 0.05	571.0	0.08450704225352113
114	2	373	773	72	6	66	1.537459794428033e-12	< p = 0.05	573.0	0.08333333333333333
115	2	375	775	72	6	66	1.537459794428033e-12	< p = 0.05	575.0	0.08333333333333333
116	2	377	777	72	6	66	1.537459794428033e-12	< p = 0.05	577.0	0.08333333333333333
117	2	379	779	73	6	67	9.366421910058182e-13	< p = 0.05	579.0	0.0821917808219178
118	2	381	781	75	6	69	3.474139534229094e-13	< p = 0.05	581.0	0.08
119	2	383	783	75	6	69	3.474139534229094e-13	< p = 0.05	583.0	0.08
120	2	385	785	75	6	69	3.474139534229094e-13	< p = 0.05	585.0	0.08
121	2	387	787	75	6	69	3.474139534229094e-13	< p = 0.05	587.0	0.08
122	2	389	789	75	6	69	3.474139534229094e-13	< p = 0.05	589.0	0.08
123	2	391	791	74	6	68	5.704972111390814e-13	< p = 0.05	591.0	0.08108108108108109
124	2	393	793	74	6	68	5.704972111390814e-13	< p = 0.05	593.0	0.08108108108108109
125	2	395	795	74	6	68	5.704972111390814e-13	< p = 0.05	595.0	0.08108108108108109
126	2	397	797	74	6	68	5.704972111390814e-13	< p = 0.05	597.0	0.08108108108108109
127	2	399	799	73	6	67	9.366421910058182e-13	< p = 0.05	599.0	0.0821917808219178
128	2	401	801	74	6	68	5.704972111390814e-13	< p = 0.05	601.0	0.08108108108108109
129	2	403	803	74	6	68	5.704972111390814e-13	< p = 0.05	603.0	0.08108108108108109
130	2	405	805	74	6	68	5.704972111390814e-13	< p = 0.05	605.0	0.08108108108108109
131	2	407	807	74	5	69	1.0080054620258577e-13	< p = 0.05	607.0	0.06756756756756757
132	2	409	809	74	4	70	1.6888108717880707e-14	< p = 0.05	609.0	0.05405405405405406
133	2	411	811	74	4	70	1.6888108717880707e-14	< p = 0.05	611.0	0.05405405405405406
134	2	413	813	74	4	70	1.6888108717880707e-14	< p = 0.05	613.0	0.05405405405405406
135	2	415	815	74	4	70	1.6888108717880707e-14	< p = 0.05	615.0	0.05405405405405406
136	2	417	817	75	4	71	1.0219611972838976e-14	< p = 0.05	617.0	0.05333333333333334
137	2	419	819	77	5	72	2.2519269961573412e-14	< p = 0.05	619.0	0.06493506493506493
138	2	421	821	78	5	73	1.3661695529943512e-14	< p = 0.05	621.0	0.0641025641025641
139	2	423	823	78	5	73	1.3661695529943512e-14	< p = 0.05	623.0	0.0641025641025641
140	2	425	825	77	5	72	2.2519269961573412e-14	< p = 0.05	625.0	0.06493506493506493
141	2	427	827	77	5	72	2.2519269961573412e-14	< p = 0.05	627.0	0.06493506493506493
142	2	429	829	75	5	70	6.116958198651745e-14	< p = 0.05	629.0	0.06666666666666667
143	2	431	831	76	5	71	3.7116351488224056e-14	< p = 0.05	631.0	0.06578947368421052
144	2	433	833	77	6	71	1.287631627978525e-13	< p = 0.05	633.0	0.07792207792207792
145	2	435	835	77	6	71	1.287631627978525e-13	< p = 0.05	635.0	0.07792207792207792
146	2	437	837	78	6	72	7.836990996709996e-14	< p = 0.05	637.0	0.07692307692307693
147	2	439	839	77	6	71	1.287631627978525e-13	< p = 0.05	639.0	0.07792207792207792
148	2	441	841	77	6	71	1.287631627978525e-13	< p = 0.05	641.0	0.07792207792207792
149	2	443	843	76	6	70	2.115235616495477e-13	< p = 0.05	643.0	0.07894736842105263
150	2	445	845	76	6	70	2.115235616495477e-13	< p = 0.05	645.0	0.07894736842105263
151	2	447	847	75	6	69	3.474139534229094e-13	< p = 0.05	647.0	0.08
152	2	449	849	76	6	70	2.115235616495477e-13	< p = 0.05	649.0	0.07894736842105263
153	2	451	851	76	6	70	2.115235616495477e-13	< p = 0.05	651.0	0.07894736842105263
154	2	453	853	76	6	70	2.115235616495477e-13	< p = 0.05	653.0	0.07894736842105263
155	2	455	855	78	6	72	7.836990996709996e-14	< p = 0.05	655.0	0.07692307692307693
156	2	457	857	77	6	71	1.287631627978525e-13	< p = 0.05	657.0	0.07792207792207792
157	2	459	859	76	6	70	2.115235616495477e-13	< p = 0.05	659.0	0.07894736842105263
158	2	461	861	76	6	70	2.115235616495477e-13	< p = 0.05	661.0	0.07894736842105263
159	2	463	863	76	6	70	2.115235616495477e-13	< p = 0.05	663.0	0.07894736842105263
160	2	465	865	75	6	69	3.474139534229094e-13	< p = 0.05	665.0	0.08
161	2	467	867	75	6	69	3.474139534229094e-13	< p = 0.05	667.0	0.08
162	2	469	869	75	6	69	3.474139534229094e-13	< p = 0.05	669.0	0.08
163	2	471	871	76	6	70	2.115235616495477e-13	< p = 0.05	671.0	0.07894736842105263
164	2	473	873	76	6	70	2.115235616495477e-13	< p = 0.05	673.0	0.07894736842105263
165	2	475	875	77	6	71	1.287631627978525e-13	< p = 0.05	675.0	0.07792207792207792
166	2	477	877	79	6	73	4.7690858411567326e-14	< p = 0.05	677.0	0.0759493670886076
167	2	479	879	77	6	71	1.287631627978525e-13	< p = 0.05	679.0	0.07792207792207792
168	2	481	881	77	6	71	1.287631627978525e-13	< p = 0.05	681.0	0.07792207792207792
169	2	483	883	77	6	71	1.287631627978525e-13	< p = 0.05	683.0	0.07792207792207792
170	2	485	885	78	6	72	7.836990996709996e-14	< p = 0.05	685.0	0.07692307692307693
171	2	487	887	78	6	72	7.836990996709996e-14	< p = 0.05	687.0	0.07692307692307693
172	2	489	889	78	6	72	7.836990996709996e-14	< p = 0.05	689.0	0.07692307692307693
173	2	491	891	79	6	73	4.7690858411567326e-14	< p = 0.05	691.0	0.0759493670886076
174	2	493	893	79	6	73	4.7690858411567326e-14	< p = 0.05	693.0	0.0759493670886076
175	2	495	895	80	7	73	1.5945369908213813e-13	< p = 0.05	695.0	0.0875
176	2	497	897	79	7	72	2.611042662760447e-13	< p = 0.05	697.0	0.08860759493670886
177	2	499	899	79	7	72	2.611042662760447e-13	< p = 0.05	699.0	0.08860759493670886
178	2	501	901	79	7	72	2.611042662760447e-13	< p = 0.05	701.0	0.08860759493670886
179	2	503	903	78	7	71	4.274487840370112e-13	< p = 0.05	703.0	0.08974358974358974
180	2	505	905	78	7	71	4.274487840370112e-13	< p = 0.05	705.0	0.08974358974358974
181	2	507	907	78	7	71	4.274487840370112e-13	< p = 0.05	707.0	0.08974358974358974
182	2	509	909	78	7	71	4.274487840370112e-13	< p = 0.05	709.0	0.08974358974358974
183	2	511	911	78	7	71	4.274487840370112e-13	< p = 0.05	711.0	0.08974358974358974
184	2	513	913	78	7	71	4.274487840370112e-13	< p = 0.05	713.0	0.08974358974358974
185	2	515	915	78	7	71	4.274487840370112e-13	< p = 0.05	715.0	0.08974358974358974
186	2	517	917	79	7	72	2.611042662760447e-13	< p = 0.05	717.0	0.08860759493670886
187	2	519	919	79	7	72	2.611042662760447e-13	< p = 0.05	719.0	0.08860759493670886
188	2	521	921	79	7	72	2.611042662760447e-13	< p = 0.05	721.0	0.08860759493670886
189	2	523	923	79	7	72	2.611042662760447e-13	< p = 0.05	723.0	0.08860759493670886
190	2	525	925	79	7	72	2.611042662760447e-13	< p = 0.05	725.0	0.08860759493670886
191	2	527	927	77	7	70	6.995847403238199e-13	< p = 0.05	727.0	0.09090909090909091
192	2	529	929	79	7	72	2.611042662760447e-13	< p = 0.05	729.0	0.08860759493670886
193	2	531	931	78	6	72	7.836990996709996e-14	< p = 0.05	731.0	0.07692307692307693
194	2	533	933	78	6	72	7.836990996709996e-14	< p = 0.05	733.0	0.07692307692307693
195	2	535	935	77	6	71	1.287631627978525e-13	< p = 0.05	735.0	0.07792207792207792
196	2	537	937	79	6	73	4.7690858411567326e-14	< p = 0.05	737.0	0.0759493670886076
197	2	539	939	79	6	73	4.7690858411567326e-14	< p = 0.05	739.0	0.0759493670886076
198	2	541	941	80	6	74	2.901697212562876e-14	< p = 0.05	741.0	0.075
199	2	543	943	80	6	74	2.901697212562876e-14	< p = 0.05	743.0	0.075
200	2	545	945	81	6	75	1.765237432090714e-14	< p = 0.05	745.0	0.07407407407407407
201	2	547	947	82	6	76	1.0737199381318221e-14	< p = 0.05	747.0	0.07317073170731707
202	2	549	949	83	6	77	6.530078341105824e-15	< p = 0.05	749.0	0.07228915662650602
203	2	551	951	83	6	77	6.530078341105824e-15	< p = 0.05	751.0	0.07228915662650602
204	2	553	953	84	6	78	3.970889003937266e-15	< p = 0.05	753.0	0.07142857142857142
205	2	555	955	84	6	78	3.970889003937266e-15	< p = 0.05	755.0	0.07142857142857142
206	2	557	957	84	6	78	3.970889003937266e-15	< p = 0.05	757.0	0.07142857142857142
207	2	559	959	82	6	76	1.0737199381318221e-14	< p = 0.05	759.0	0.07317073170731707
208	2	561	961	82	6	76	1.0737199381318221e-14	< p = 0.05	761.0	0.07317073170731707
209	2	563	963	81	6	75	1.765237432090714e-14	< p = 0.05	763.0	0.07407407407407407
210	2	565	965	80	6	74	2.901697212562876e-14	< p = 0.05	765.0	0.075
211	2	567	967	79	6	73	4.7690858411567326e-14	< p = 0.05	767.0	0.0759493670886076
212	2	569	969	80	6	74	2.901697212562876e-14	< p = 0.05	769.0	0.075
